time,TREFHTMN_0,TREFHTMN_1,TREFHTMN_2,TREFHTMN_3,TREFHTMN_4,TREFHTMN_5,TREFHTMN_6,TREFHTMN_7,TREFHTMN_8,TREFHTMN_9,TREFHTMN_10,TREFHTMN_11,TREFHTMN_12,TREFHTMN_13,TREFHTMN_14,TREFHTMN_15,TREFHTMN_16,TREFHTMN_17,TREFHTMN_18,TREFHTMN_19,TREFHTMX_0,TREFHTMX_1,TREFHTMX_2,TREFHTMX_3,TREFHTMX_4,TREFHTMX_5,TREFHTMX_6,TREFHTMX_7,TREFHTMX_8,TREFHTMX_9,TREFHTMX_10,TREFHTMX_11,TREFHTMX_12,TREFHTMX_13,TREFHTMX_14,TREFHTMX_15,TREFHTMX_16,TREFHTMX_17,TREFHTMX_18,TREFHTMX_19,PRECT_0,PRECT_1,PRECT_2,PRECT_3,PRECT_4,PRECT_5,PRECT_6,PRECT_7,PRECT_8,PRECT_9,PRECT_10,PRECT_11,PRECT_12,PRECT_13,PRECT_14,PRECT_15,PRECT_16,PRECT_17,PRECT_18,PRECT_19,SOILWATER_10CM_0,SOILWATER_10CM_1,SOILWATER_10CM_2,SOILWATER_10CM_3,SOILWATER_10CM_4,SOILWATER_10CM_5,SOILWATER_10CM_6,SOILWATER_10CM_7,SOILWATER_10CM_8,SOILWATER_10CM_9,SOILWATER_10CM_10,SOILWATER_10CM_11,SOILWATER_10CM_12,SOILWATER_10CM_13,SOILWATER_10CM_14,SOILWATER_10CM_15,SOILWATER_10CM_16,SOILWATER_10CM_17,SOILWATER_10CM_18,SOILWATER_10CM_19
1857-04-01 00:00:00,272.71182,272.5091,272.61185,272.64383,272.9648,275.4981,272.94342,274.44003,274.03058,273.99796,272.91013,272.8286,272.96603,271.93295,272.70105,273.2853,275.2149,272.78433,276.58875,272.51984,298.00418,298.79175,298.5907,295.78378,294.96753,297.22156,295.94113,303.24747,297.13705,294.4082,300.73904,294.15463,302.23883,294.22073,297.58514,295.9209,297.75998,297.22644,300.56033,300.77066,2.3918403e-08,1.4209491e-08,3.41629e-08,2.8964797e-08,5.92466e-08,3.552612e-08,2.18304e-08,3.499786e-08,1.0376451e-08,5.7999625e-08,4.4112227e-08,2.7803758e-08,2.2091026e-08,4.7901526e-08,3.1633515e-08,5.0697558e-08,4.1330257e-08,6.6145006e-08,4.6561603e-08,2.3676929e-08,36.666294,34.17199,36.45877,37.31267,40.113976,36.514156,34.314384,36.824467,34.27401,39.333652,38.27251,38.239334,36.39573,38.98168,38.160164,38.40378,38.369736,40.696423,37.7723,35.68869
1857-05-01 00:00:00,274.24866,275.3086,274.383,272.79532,275.79077,274.78726,277.16705,274.66568,275.2674,276.68198,274.84305,275.44617,275.72775,276.19882,276.87128,276.91003,275.73395,274.73657,276.03812,275.5774,299.2434,299.22415,300.05234,300.23117,308.9322,301.71268,304.34982,304.116,307.63873,300.17493,303.68723,299.9615,303.37906,297.10828,307.2475,303.60498,300.50153,295.97986,306.5385,298.91885,3.3581614e-08,1.6769976e-08,1.6008448e-08,8.0482593e-10,7.3412254e-09,1.83956e-08,2.0789678e-08,2.073243e-08,1.2906002e-08,7.098672e-09,3.440256e-08,1.549529e-08,1.03345e-08,2.5116169e-08,4.716526e-09,8.170828e-09,2.7554341e-08,3.5260076e-08,1.8498156e-08,9.982841e-09,35.96276,31.178476,34.76869,29.518587,31.737553,33.8159,33.75548,34.497448,28.937677,32.332615,37.432083,33.4586,29.081661,35.74483,29.618908,31.899332,35.54245,36.36639,33.01191,30.671455
1857-06-01 00:00:00,279.27353,277.86075,276.84814,276.62415,280.37607,279.23196,279.03824,278.77036,274.54684,275.4022,279.6756,278.9957,278.16174,277.85562,277.94955,278.34012,280.4866,278.56036,279.60416,278.8579,308.5596,302.3148,307.54193,301.14392,306.0603,307.96655,299.98383,304.65027,302.03354,309.08362,308.55438,304.8408,300.92783,303.00452,307.1527,306.95648,305.2838,307.47995,306.8777,304.41437,5.824974e-09,4.537981e-09,7.615239e-09,2.1890923e-08,3.0648466e-09,1.880503e-08,1.392171e-08,2.7640747e-09,1.0169987e-08,1.6356844e-09,7.284182e-10,1.6748952e-08,2.2283551e-08,1.2864594e-08,5.1182094e-09,4.0465604e-09,1.5572365e-09,7.2126443e-09,2.6324651e-08,1.3278483e-08,30.666122,26.384232,27.052332,29.312593,22.259636,30.524153,27.744013,24.037066,26.379541,22.459171,24.976238,29.628704,29.315958,28.436693,22.352951,24.35366,26.01762,31.777407,27.521555,27.319313
1857-07-01 00:00:00,279.8167,280.82684,280.22107,279.74576,279.1877,280.00858,279.56958,280.94995,281.6263,279.77347,279.16486,278.81247,279.30725,279.28375,277.37265,277.7098,281.40518,279.94815,280.36435,279.82596,305.98245,315.85745,309.22592,307.53702,310.78766,301.72525,309.97247,307.9682,306.74265,302.9964,307.95126,304.5119,308.17908,305.46707,310.56613,312.77094,309.61508,314.1248,307.21268,306.4438,1.942186e-09,1.736899e-09,3.5171768e-09,1.7904631e-09,4.2516723e-09,1.8205124e-09,2.7859932e-09,2.9194485e-09,9.576495e-09,2.2796909e-09,5.9756746e-09,2.1866666e-09,1.6097332e-09,3.9986534e-09,1.82433e-09,4.2288355e-09,6.755955e-09,1.153325e-09,8.829927e-09,4.3274175e-09,21.991003,17.858776,18.646505,21.785215,17.596481,21.414667,22.522408,17.665985,23.05301,15.618314,19.95833,20.323807,21.396698,24.978209,14.736999,17.305378,20.139229,20.472065,27.656454,22.000206
1857-08-01 00:00:00,278.76868,279.3795,278.3631,277.8428,277.78827,278.53424,280.5803,278.9354,278.4085,278.23117,278.60953,278.62674,281.39764,277.9948,277.45993,277.94888,280.27628,277.34665,280.68658,279.41306,307.75055,310.73975,313.61758,310.01724,310.26636,313.11572,310.88776,315.01877,307.8319,307.6002,312.75583,309.2582,306.7053,311.28214,308.73584,312.5419,311.08298,310.7018,309.05457,306.9212,7.7040525e-09,7.192522e-10,3.56354e-09,5.049924e-09,1.5807291e-09,1.5674979e-09,2.9686955e-09,3.3181382e-09,2.0004471e-09,3.2643779e-09,4.748448e-09,4.2083097e-09,9.415189e-09,4.0058064e-09,6.4827472e-09,1.1920991e-09,3.2588738e-09,2.1883222e-09,1.8911137e-09,4.465279e-09,17.184204,12.815751,14.346114,16.639112,12.821046,15.617477,15.732271,13.2761135,15.1375,12.631558,14.830041,17.768686,18.185482,16.497765,14.952211,12.724274,14.503482,14.026473,20.640223,15.17437
1857-09-01 00:00:00,278.5533,276.41357,277.80563,273.9413,275.8309,276.73886,275.7848,275.05365,275.67123,275.69116,279.90134,275.3724,273.74973,278.16473,275.97073,277.68915,276.2987,275.6181,277.16364,278.46216,313.04822,307.83942,306.77728,309.9743,308.26044,306.9826,307.5042,305.2147,300.27414,305.96143,309.22647,305.03992,309.39728,306.90738,306.4531,310.10806,308.76712,306.71042,303.02316,310.25266,8.537176e-09,3.4243504e-09,1.4140084e-08,8.624421e-10,4.7797344e-09,4.0531734e-09,8.488511e-09,1.3279855e-08,2.9085362e-08,3.4068992e-09,6.993014e-09,1.7328002e-08,1.050408e-09,1.0203729e-08,3.371098e-09,8.059646e-10,6.273761e-09,1.9748931e-08,1.4532366e-08,1.2498393e-08,16.937897,12.756503,20.047686,13.800656,12.717703,13.341017,15.798514,18.630383,27.557587,12.734267,16.19923,19.933838,13.083338,20.65349,14.979705,12.236567,15.443875,19.311468,18.88574,15.29026
1857-10-01 00:00:00,273.82785,273.71277,273.92563,272.94827,274.3637,274.73578,273.36664,273.96924,274.8655,273.07153,276.62378,275.8326,274.75766,274.2894,275.61984,275.10214,274.3718,276.84604,273.78665,273.14194,302.30325,300.16132,298.85208,302.77213,305.3011,302.1807,307.62912,304.8313,299.27042,301.60043,305.21878,301.36444,303.18906,305.8148,299.74695,301.69525,302.84595,304.33636,300.31906,298.88004,5.2498585e-08,4.1341806e-08,6.656232e-08,5.7937672e-09,4.4501178e-08,1.010372e-07,3.1193252e-08,1.06063265e-08,3.9072326e-08,1.8824538e-08,3.7933447e-08,7.41738e-08,6.767842e-08,2.1203235e-08,4.2415174e-08,2.5130625e-08,5.8546522e-08,3.4699696e-08,2.8136983e-08,2.7318082e-08,25.21016,30.954317,30.88387,15.7685995,23.881077,29.115654,25.016335,18.760818,34.20332,20.558914,28.480164,29.349316,25.454758,22.031784,28.25515,20.090424,23.949682,29.020416,27.66544,23.404594
1857-11-01 00:00:00,273.73615,273.16238,272.78317,271.8862,270.18326,271.71298,273.18115,272.4355,272.7621,271.98605,272.58905,272.52734,273.42258,270.20596,272.17334,274.23407,271.96497,271.85544,273.16263,274.32333,292.97232,291.40823,292.7931,294.0326,285.75748,288.7823,290.35773,293.23544,292.08118,288.10986,291.02713,291.7593,288.7304,286.9045,294.00787,292.24854,286.85022,293.48016,291.33005,289.6075,1.2574884e-07,7.151844e-08,4.312786e-08,2.5721269e-08,8.965226e-08,1.3183873e-07,7.593231e-08,9.370339e-08,4.071833e-08,1.2042719e-07,5.2162672e-08,2.6169507e-08,8.809224e-08,7.807548e-08,1.3693194e-07,1.0846174e-07,7.494628e-08,5.270294e-08,6.434622e-08,6.326487e-08,40.853832,38.85549,39.212227,19.021648,42.258896,43.072403,39.032055,36.47489,37.944218,41.69623,37.41683,38.41909,41.452534,38.892136,41.867184,35.98694,40.96299,38.780155,39.06896,37.74688
1857-12-01 00:00:00,272.88852,267.83997,264.31943,272.79785,272.86368,272.6217,272.72864,270.77582,269.37393,270.38873,271.0302,271.83038,273.18573,270.37378,272.8924,272.30722,272.42612,253.67468,272.2745,264.1439,285.407,289.35666,283.27405,284.62335,286.59225,288.50406,285.84393,284.9985,284.84665,285.60486,283.32446,285.8659,285.64774,283.76157,284.39868,286.62222,284.44626,281.98273,285.0121,287.08746,8.6196295e-08,4.796539e-08,8.417393e-08,5.303255e-08,7.988481e-08,1.1784797e-07,8.4469356e-08,1.2157673e-07,6.9944555e-08,1.2803706e-07,1.449211e-07,4.9200043e-08,7.758166e-08,7.885356e-08,1.1204661e-07,8.009959e-08,8.8786685e-08,1.2896434e-07,9.0207145e-08,1.2778293e-07,41.98728,41.57413,43.04155,38.938404,41.180725,42.038193,42.03167,43.647297,42.226917,43.426426,43.676544,39.581673,41.699814,42.96476,43.06975,41.41738,41.84417,46.3511,42.28588,47.45726
1858-01-01 00:00:00,269.3725,268.27237,272.222,269.1487,267.9363,273.19073,267.30432,273.37418,272.5489,273.06296,272.71817,267.99338,266.34735,273.18637,262.3839,273.42477,272.1141,272.01202,262.2028,267.67603,286.42035,286.48425,288.86383,284.90836,283.03012,291.77972,287.77295,285.10547,286.89023,290.04532,284.23108,281.57925,289.18558,287.25787,285.95633,285.79413,284.89655,284.9205,288.24893,286.7604,4.0786507e-08,3.222952e-08,8.02752e-08,3.7966007e-08,1.2789953e-07,6.1628974e-08,9.631187e-08,7.908491e-08,1.709153e-07,5.8371057e-08,7.515771e-08,2.5455051e-08,6.058089e-08,7.913178e-08,3.913252e-08,6.510132e-08,8.613797e-08,1.1255186e-07,9.840486e-08,8.3072464e-08,40.015812,44.622025,41.36946,39.69216,45.404236,40.674187,41.119232,41.376488,43.769886,39.717518,41.67224,42.314846,40.872074,40.127262,41.025135,40.57301,41.57153,42.006046,43.999508,44.34057
1858-02-01 00:00:00,274.26852,273.26996,272.0772,270.90024,270.1609,265.99802,271.41348,272.3835,270.3106,259.72635,271.98035,261.04788,270.726,271.99173,268.92087,273.2043,273.0924,270.04953,272.6742,269.23822,293.55734,291.93964,291.97922,287.32907,293.66376,292.54855,286.8231,285.84186,282.61166,282.69846,289.7045,289.4769,295.644,287.29852,284.0028,287.56763,287.7781,288.55978,287.1703,287.96704,6.6434275e-08,2.9413135e-08,7.482364e-08,1.1754752e-07,4.432933e-08,9.4255775e-08,1.1630202e-08,5.8572763e-08,1.004459e-07,9.106091e-08,8.566639e-08,5.4076253e-08,7.0866236e-08,9.525742e-08,4.6097316e-08,5.112487e-08,5.2914498e-08,7.324483e-08,7.383359e-08,5.3356846e-08,41.110527,36.84194,41.13595,42.588192,39.78757,41.464733,36.446476,40.04831,42.027275,42.621426,41.37162,43.392284,40.659573,41.856804,40.81754,39.793743,39.85904,41.73362,42.574715,40.484367
1858-03-01 00:00:00,272.44937,272.95102,273.11005,272.05478,273.5714,270.9723,273.50085,272.89835,273.09665,269.2949,271.4717,273.7405,272.04218,273.48337,269.1574,273.8788,273.23486,266.76175,271.94714,272.05148,293.3901,294.58707,296.6376,291.75214,291.40326,295.27478,297.91824,290.54187,297.36703,289.2484,288.61545,296.5315,295.11584,297.29202,297.106,293.9582,294.89423,292.4742,296.90363,297.12268,4.6025658e-08,5.787072e-08,7.731488e-08,4.9789143e-08,5.968966e-08,9.618709e-08,4.3934698e-08,5.0684278e-08,4.713025e-08,1.2379091e-07,6.451189e-08,2.4337774e-08,5.866951e-08,5.8760595e-08,3.5328046e-08,4.871903e-08,1.23452395e-08,4.006611e-08,3.7195274e-08,9.77007e-08,38.082043,40.17438,41.247272,39.92184,39.379753,42.01163,38.33064,40.12718,38.917362,41.74832,40.967846,37.44993,39.153885,39.666885,38.46759,39.19538,34.403736,38.859837,37.98436,40.561474
1858-04-01 00:00:00,273.83835,275.24207,273.9871,275.8087,273.35605,271.12686,272.3753,273.49307,272.84772,272.34726,272.6404,273.76035,273.19763,272.54254,275.07852,275.10248,277.4326,272.3641,271.74896,276.13345,300.8906,298.18756,298.20905,296.5241,302.8707,294.45325,303.26352,300.76852,294.97498,289.89807,297.7931,297.50082,298.65198,291.32507,298.6795,306.36264,303.66226,297.83423,304.276,293.45425,4.5488544e-08,3.5511558e-08,4.4902883e-08,1.71418e-08,2.895402e-08,5.3806577e-08,2.3259e-08,4.2276195e-08,4.537709e-08,4.1569503e-08,2.063114e-08,3.9103796e-08,3.2206206e-08,7.2223415e-08,2.7665962e-08,3.2026662e-08,2.0014992e-08,3.592078e-08,7.851792e-09,4.363352e-08,38.19062,37.78576,38.096703,35.011974,35.106068,38.016796,33.349842,38.525272,37.141487,39.239178,35.91485,37.26781,37.14403,40.420723,36.499653,37.624474,33.439648,36.613747,34.29009,38.656906
1858-05-01 00:00:00,276.5769,275.36823,275.0124,275.91318,275.9747,275.4019,277.39722,276.65714,275.34714,272.7128,274.0748,274.7291,274.70322,275.60947,273.54358,276.73608,279.71057,272.86783,274.97598,275.6402,307.58148,300.54962,300.6672,304.03412,302.18497,297.7176,308.52905,303.5797,299.76862,303.47617,302.9958,302.60526,298.81113,300.02753,304.32318,301.19434,304.16724,303.8171,305.4913,303.8454,3.1568707e-08,2.1677993e-09,2.1127212e-08,2.7793805e-08,3.6936623e-08,1.3677823e-08,2.3281576e-08,2.6120098e-08,2.22449e-08,1.735147e-08,8.280579e-09,2.2193902e-08,3.9980694e-08,9.603112e-09,9.59531e-09,1.0371207e-08,2.6081612e-08,2.4374776e-08,3.0807235e-09,1.2704111e-08,36.876743,28.330624,35.144867,34.421043,34.675076,34.08931,34.57033,35.060658,35.011116,34.27486,30.961458,33.79214,37.129143,33.86079,29.938349,30.460943,33.042778,36.29185,24.260118,33.200783
1858-06-01 00:00:00,279.94196,278.91858,276.8675,279.4752,279.1176,275.74353,279.319,279.52368,279.38794,278.22757,278.9429,278.1414,278.67175,278.25726,277.97382,279.12515,280.5685,278.22806,277.4998,277.57697,304.37103,302.4983,301.84677,301.16592,306.18518,303.20422,306.59103,305.08325,308.53244,304.11252,305.0559,303.03192,302.609,300.40665,298.80615,310.01077,308.67337,299.31882,309.29498,296.58932,3.271686e-08,4.159455e-09,1.9750239e-08,2.3513632e-08,4.687342e-09,2.9133286e-08,7.2975577e-09,1.0049417e-08,1.9048379e-08,1.4600941e-08,2.5973073e-09,1.2049011e-08,1.5719863e-08,8.614911e-09,2.1513017e-08,7.675455e-09,8.5501215e-09,5.1815796e-09,1.444609e-08,2.5841619e-08,34.615807,21.513496,34.01781,32.20247,28.471535,30.02258,26.330809,27.256971,32.837215,29.310902,22.126951,32.320362,32.232487,26.557735,31.984497,23.33835,24.738602,30.968729,20.867943,32.53476
1858-07-01 00:00:00,279.71506,277.10318,278.50632,280.98923,279.25452,280.25113,279.31607,280.43713,280.1734,279.89932,277.71643,279.77106,279.07275,281.66483,279.09854,279.18433,284.0965,279.37665,280.98352,280.31552,309.20322,318.35385,307.2833,310.5594,305.01907,307.40552,307.54556,306.24945,308.27866,308.37628,308.8665,308.03323,312.39432,310.44046,307.95853,309.0362,307.88895,307.07202,312.41934,306.64355,3.6958494e-09,2.624229e-09,5.022435e-09,1.8931146e-09,5.5594724e-09,4.7200284e-09,1.82723e-09,2.308528e-09,1.9091644e-09,1.9154653e-09,9.313768e-09,9.1762615e-09,1.0681095e-09,3.595241e-09,5.7690013e-09,8.938984e-09,8.463282e-09,3.4865544e-09,1.2530281e-08,1.9537358e-09,25.309752,14.267626,25.391674,24.406641,21.82331,27.119919,17.455042,24.065794,21.355427,20.193413,16.704903,25.367855,22.027014,20.51982,24.27229,17.810186,22.371923,21.1998,22.25959,25.604734
1858-08-01 00:00:00,280.1103,281.26706,279.2732,279.55096,278.80527,280.52008,279.72482,278.4852,279.85046,278.16583,277.8612,281.67282,278.95966,279.67365,278.16037,278.80203,280.10233,279.85962,277.86838,278.71408,313.76224,311.68524,305.7688,310.34677,309.7915,309.9798,307.78793,305.6272,307.13983,309.14673,307.1076,313.76654,315.0817,309.7456,307.93552,306.18002,306.5619,312.12692,312.5407,309.99512,3.444987e-09,1.1205511e-08,1.7975721e-09,5.3830456e-09,1.507398e-09,4.137395e-09,1.4241204e-09,5.5479594e-09,2.1965454e-09,1.4913666e-09,3.1369647e-09,5.293732e-09,2.3326423e-09,9.0952784e-10,1.7588477e-09,2.4559732e-09,5.84845e-09,7.6009965e-10,5.4866036e-09,8.345936e-09,17.401386,15.345492,17.579952,18.728437,14.7292795,20.138746,13.4244,17.925474,16.282652,14.419222,16.728754,18.16503,13.737719,13.166608,16.755249,16.652431,15.631565,14.581993,15.222999,21.607286
1858-09-01 00:00:00,275.6688,276.72784,275.2826,276.6316,276.73578,277.24283,277.6663,275.8933,276.34494,277.42798,274.3438,276.85043,277.75504,279.16815,277.38705,277.9261,279.1502,276.23804,278.44656,277.63074,307.344,309.70273,304.4266,303.72458,311.86246,304.25293,303.7754,304.57156,309.7765,305.2964,307.2128,309.16864,309.59454,309.31342,307.63196,305.80508,312.2969,310.28354,309.06836,307.11807,2.051293e-09,3.0441398e-09,4.460115e-09,9.254165e-09,6.486609e-09,4.8147077e-09,8.625462e-09,4.686458e-09,2.7967177e-09,1.2952938e-08,9.881596e-09,1.6665616e-08,9.573367e-09,2.4899345e-08,1.813971e-08,7.2090827e-09,7.494956e-09,1.2077437e-08,6.2654517e-09,1.218387e-08,14.468111,13.90492,15.838942,19.531672,13.398117,18.446585,16.36348,18.609097,12.942096,16.664906,13.582173,19.02559,16.339882,17.239658,17.991657,16.398643,15.856556,18.541996,13.452602,21.562677
1858-10-01 00:00:00,272.91058,274.7841,273.67343,273.4723,275.90237,273.17422,275.61237,273.46338,273.94897,277.3915,272.80063,275.04205,272.74628,276.48007,274.49982,273.03192,273.58392,275.48877,272.95166,275.5953,307.0167,301.14474,299.64786,303.93884,300.17856,305.36017,308.67114,295.44745,298.41205,305.59454,299.7384,302.17368,301.86942,303.29565,298.69098,303.2766,303.88632,305.1224,301.28778,302.65167,2.3958563e-08,5.1218542e-08,2.5346177e-08,3.0632485e-08,5.1663374e-08,1.8959218e-08,3.0251325e-08,3.13408e-08,3.0738473e-08,4.7945672e-08,2.7499652e-08,3.3270794e-08,2.3665631e-08,2.3320167e-08,3.7893322e-08,5.498183e-08,2.9405717e-08,2.9883687e-08,3.7423877e-08,3.5804675e-08,21.646677,24.340746,22.593304,28.529188,29.350132,16.963646,26.04074,24.761265,27.959587,34.49449,29.087309,27.057838,20.012321,31.672876,28.157133,28.462406,22.364239,27.564566,28.680672,28.02021
1858-11-01 00:00:00,273.51813,271.6233,274.3061,273.0506,273.25372,269.35126,273.61682,273.04095,274.76285,273.2234,273.83368,272.71524,271.30927,272.5396,273.73923,274.64297,273.24283,273.22375,272.2075,273.253,294.27988,290.5627,293.9508,294.96213,289.59177,289.35593,293.4231,286.22873,297.68762,293.7221,296.60812,294.55844,289.33502,293.3219,297.7894,295.88428,297.00046,296.08768,289.00394,290.80048,1.7484597e-08,5.55575e-08,1.1522837e-07,8.6657735e-08,7.8229775e-08,9.091309e-08,7.372385e-08,8.716111e-08,1.017973e-07,7.091834e-08,3.3203175e-08,8.073472e-08,4.7774925e-08,6.420262e-08,2.1869537e-08,7.048901e-08,5.7253793e-08,1.8901501e-07,3.966333e-08,9.6146664e-08,30.719446,38.778732,41.254265,37.81996,41.324883,39.143734,35.70231,41.46679,35.48965,38.66431,31.003426,38.943153,36.31228,37.001152,36.60297,39.028828,35.778347,41.555515,37.164204,40.614178
1858-12-01 00:00:00,269.415,253.54631,272.66953,265.0533,273.1538,272.34354,272.88507,271.95425,271.06564,267.61526,272.28986,261.13086,268.22504,273.4229,269.85324,275.83997,272.9235,267.48825,264.61484,271.51706,283.688,285.99844,284.2301,283.71497,284.67578,288.098,287.76678,290.26685,288.24368,284.30902,286.71722,285.5115,287.37146,285.66248,284.32254,290.21042,283.65125,284.63266,282.06158,286.68793,1.2469233e-07,6.8616174e-08,1.0432068e-07,9.241269e-08,7.082885e-08,7.508194e-08,7.5794155e-08,1.6057943e-07,1.10713394e-07,1.0399682e-07,4.3863334e-08,4.9010012e-08,6.2008056e-08,9.694421e-08,8.595651e-08,9.8507435e-08,1.5220263e-07,9.1972744e-08,5.073726e-08,5.373144e-08,43.25392,46.61511,42.691135,43.41167,41.04971,41.33057,41.399426,43.369534,43.076168,42.85363,39.948757,41.087776,41.121708,42.16056,41.92829,42.285458,43.974014,42.44315,43.197456,40.604492
1859-01-01 00:00:00,267.9971,261.9542,253.6238,264.71085,272.23203,269.34116,266.19058,270.33728,274.63608,254.58704,273.2325,249.62425,273.4818,272.40747,272.92645,272.8384,259.2549,259.16852,272.07626,272.96487,287.32172,285.19022,277.3457,283.17215,287.15106,284.62943,287.09183,289.06015,286.0556,280.07227,286.7081,283.69104,287.60916,284.29633,285.70187,285.676,282.0012,286.35583,285.6088,289.93475,7.126398e-08,6.253262e-08,5.6816727e-08,4.5766797e-08,1.2849496e-07,2.4790289e-08,1.215876e-07,1.6160176e-07,9.818155e-08,4.9250716e-08,1.3364688e-07,1.5223151e-07,5.7678577e-08,5.3757333e-08,1.0873403e-07,1.3180254e-07,7.1502434e-08,4.0208803e-08,8.067481e-08,5.378428e-08,41.96185,47.820045,48.289444,43.55058,42.06689,38.85973,44.694084,43.237785,42.354828,47.620968,41.994408,48.227394,39.26378,40.0807,42.51565,43.143723,44.723186,48.47948,41.53665,39.94579
1859-02-01 00:00:00,272.45578,272.0651,270.86023,266.655,273.63034,272.19937,272.18738,274.9106,263.1333,272.94852,272.7065,259.2729,272.54645,271.53528,272.34604,268.8346,273.2784,262.93622,270.7957,272.43167,293.31863,291.2079,281.26196,289.74893,289.32892,292.95154,292.7328,287.2854,284.88574,286.30734,289.7472,286.15298,292.4567,294.63132,289.13266,285.28287,287.17776,290.22934,286.36633,291.14334,9.7415594e-08,1.6817937e-07,1.06557884e-07,5.3940294e-08,9.262748e-08,3.7098708e-08,3.5967254e-08,1.1970594e-07,4.0141092e-08,1.4394762e-07,4.3226105e-08,6.764832e-08,6.2510715e-08,5.4530922e-08,9.260801e-08,4.8789605e-08,1.5649299e-07,8.019833e-08,6.2952104e-08,1.4670272e-08,40.828957,41.702545,47.76637,41.723763,41.89213,38.531834,38.11982,42.84439,42.055534,47.326637,39.073112,43.085247,39.729115,39.031906,41.4074,40.907143,43.2597,44.348434,40.385197,36.973545
1859-03-01 00:00:00,272.32224,272.6392,272.03748,272.06412,271.9314,272.8323,274.96976,272.29105,272.3368,271.08493,272.84888,272.3303,274.66083,272.37292,271.78848,272.7167,273.92474,272.63953,272.81622,272.57376,292.38345,292.0628,289.84613,293.7492,287.73315,295.07605,295.35986,287.7314,288.09055,293.98856,291.57367,290.7335,296.2254,297.8526,291.02716,290.41696,293.07755,296.83405,295.51895,291.3572,3.398719e-08,1.04206585e-07,6.233687e-08,8.062861e-09,5.0825403e-08,2.8457205e-08,4.8799755e-08,1.09794705e-07,9.8190135e-08,8.797719e-08,9.1809184e-08,7.5439765e-08,5.4231634e-08,5.436104e-08,4.5192404e-08,4.656518e-08,7.585725e-08,4.2180982e-08,3.5482678e-08,4.3049546e-08,38.0995,41.718693,41.02543,35.877132,40.28148,35.663498,39.754913,42.67026,42.149258,41.896515,41.39415,41.125244,39.745186,39.254295,39.73253,38.939613,40.66662,39.144886,37.587566,37.703285
1859-04-01 00:00:00,272.90094,273.05032,272.2652,272.30084,271.16327,273.0096,273.86124,273.37244,272.55493,272.6472,271.66544,272.57285,275.86005,272.21286,272.7289,272.89993,272.99194,272.8473,274.42026,273.53983,296.6968,295.92514,301.15628,303.89365,288.34744,296.44812,301.79373,296.08847,298.67084,293.90927,297.28955,299.5333,295.0375,298.33395,299.86798,294.9265,305.3816,296.4024,297.9095,296.03314,3.2881537e-08,5.0496386e-08,1.6733967e-08,1.7654026e-08,2.0865691e-08,3.7916234e-08,2.9825866e-08,2.9921292e-08,4.735803e-08,3.531949e-08,4.2133575e-08,3.144263e-08,3.6724526e-08,3.547437e-08,2.4493698e-08,5.7493715e-08,3.503178e-08,2.1748091e-08,2.645396e-08,3.54623e-08,37.28278,39.19829,36.14312,33.52296,36.294815,37.5956,35.726284,37.955505,39.547573,37.6928,38.6887,37.18428,37.9359,38.246635,37.158432,39.894176,38.51487,36.08406,36.834076,37.619396
1859-05-01 00:00:00,276.31808,277.44482,276.41837,274.87537,275.54028,275.57104,274.91006,276.51614,275.6978,277.0609,276.13464,276.07013,277.03983,277.6764,276.29593,275.9413,278.61636,276.48166,275.57608,275.10724,303.2887,302.26224,296.37228,298.8057,299.25235,296.3896,299.75912,304.60242,300.81714,299.77914,304.98495,302.73596,303.41418,303.84854,293.16962,295.9138,297.64212,302.01053,304.854,303.72632,3.578389e-08,1.9760098e-08,1.5830071e-08,2.0996824e-08,6.801113e-09,3.923674e-08,1.8709372e-08,2.4479322e-08,3.538704e-08,3.6510755e-08,2.9023877e-08,3.3859042e-08,1.251068e-08,3.7328327e-08,4.8483187e-08,2.2072827e-08,2.0839373e-08,2.19402e-08,1.894407e-08,3.099815e-08,35.628914,33.401703,32.240894,32.02861,30.852451,37.815887,33.82123,34.420414,37.017185,37.38505,35.437126,36.378838,32.4097,36.84334,38.87389,35.617073,33.106724,32.84836,32.575897,35.73303
1859-06-01 00:00:00,278.81677,278.98923,278.26346,279.83636,278.78964,279.27454,280.1881,276.14203,280.27518,278.50192,279.21875,276.7647,279.27457,278.07706,277.62637,278.3528,277.89597,279.45276,277.88522,277.31482,298.82288,303.31284,306.0133,303.43256,306.7448,308.20596,304.76978,302.3249,304.52866,307.65616,307.76697,306.0704,302.377,303.73547,304.30646,303.15762,298.8192,304.08896,302.74075,297.77774,1.0527016e-08,1.6507505e-08,4.6627924e-09,1.1903466e-08,1.875355e-08,8.044263e-09,1.0026728e-08,1.930188e-09,8.24391e-09,1.7723539e-09,4.755891e-09,2.0135541e-08,9.507763e-09,2.6212884e-08,5.140028e-09,9.477373e-09,1.4689925e-08,1.144105e-08,6.350824e-09,9.715305e-09,33.157127,32.05414,26.927862,28.495928,27.948923,31.02156,29.143454,26.297075,28.89695,28.072086,27.617308,33.99967,27.769974,32.12818,31.322441,30.182009,30.156464,31.07388,25.694204,30.627733
